input_file,time,rmse,mae,bucket_length,num_hash_tables,threshold,repartitions,timestamp
data/100k.csv,393.19993448257446,0.9460031712227218,0.7181928227033391,2.0,1,1.2,16,20250522_131054
data/20M.csv,394.7722933292389,1.1760575482195734,0.9462614910191408,2.0,1,1.2,8,20250522_130151
data/100k.csv,366.1462080478668,0.9749765612929664,0.7393706768724791,2.0,1,1.2,8,20250522_130048
data/20M.csv,316.9823987483978,1.1757514170334165,0.9506443971995234,2.0,1,1.2,4,20250522_125245
data/100k.csv,368.263409614563,0.94161771912567,0.7158716850849045,2.0,1,1.2,4,20250522_125123
data/10M.csv,321.19143271446234,1.1777108497685114,0.9412684154959536,2.0,1,1.2,16,20250522_124224
data/100k.csv,364.62313604354864,0.9461200988764924,0.7172444791552691,2.0,1,1.2,2,20250522_124156
data/10M.csv,247.80337929725647,1.178676813036846,0.9448557567156556,2.0,1,1.2,8,20250522_123429
data/100k.csv,354.99380254745483,0.970412775500662,0.7336894813084767,2.0,1,1.2,1,20250522_123235
data/10M.csv,280.70585513114935,1.1744003720871168,0.9438608735930278,2.0,1,1.2,4,20250522_122740
data/10M.csv,324.7572484016418,1.1690913908198854,0.9345139488908046,2.0,1,1.2,2,20250522_122015
data/25M.csv,405.7790458202362,1.1877676004875353,0.9668684782378278,2.0,1,1.2,4,20250522_121110
data/1M.csv,300.0942723751068,1.0993951251147154,0.8473510429491401,2.0,1,1.2,16,20250522_115141
data/20M.csv,381.2027597427368,1.1763196390388595,0.951113464847081,2.0,1,1.2,16,20250522_114848
data/1M.csv,275.06684064865107,1.1029765884457037,0.849668575179598,2.0,1,1.2,8,20250522_114414
data/20M.csv,359.2885003089905,1.1764269818704418,0.9510711774701188,2.0,1,1.2,8,20250522_113936
data/1M.csv,278.3586859703064,1.0995353205641245,0.8498760606083219,2.0,1,1.2,4,20250522_113722
data/20M.csv,343.10720205307007,1.1757508822085805,0.9503167022948412,2.0,1,1.2,4,20250522_113050
data/1M.csv,276.0621953010559,1.101297816901375,0.8491981948430837,2.0,1,1.2,2,20250522_113021
data/20M.csv,334.67117547988886,1.1756681196885528,0.95034768253333,2.0,1,1.2,16,20250522_112325
data/20M.csv,363.0562946796417,1.1756946659422567,0.95031064755759,2.0,1,1.2,2,20250522_112226
data/20M.csv,380.09698367118835,1.1762745449595522,0.9459195727624404,2.0,1,1.2,8,20250522_111516
data/20M.csv,353.1857829093933,1.1755499635582156,0.9503059880703384,2.0,1,1.2,1,20250522_111333
data/20M.csv,312.6406672000885,1.175690861768902,0.9502857719741556,2.0,1,1.2,4,20250522_110626
data/10M.csv,372.1022610664368,1.169032881927092,0.9347661103195908,2.0,1,1.2,16,20250522_110455
data/20M.csv,316.0206303596497,1.1761268408789862,0.9506151707980404,2.0,1,1.2,2,20250522_105845
data/10M.csv,323.656635761261,1.17736710750119,0.9222478398801522,2.0,1,1.2,8,20250522_105527
data/10M.csv,316.30550193786615,1.1760506869388268,0.945230942993022,2.0,1,1.2,16,20250522_105059
data/10M.csv,354.6642346382141,1.1614206300836012,0.9309531720382598,2.0,1,1.2,4,20250522_104654
data/10M.csv,367.6797950267792,1.1662427207813535,0.9289253330580362,2.0,1,1.2,8,20250522_104237
data/10M.csv,288.52791666984564,1.1780608514799706,0.9300781733213578,2.0,1,1.2,2,20250522_103810
data/10M.csv,352.3521554470062,1.1725217669261228,0.9291062752126296,2.0,1,1.2,4,20250522_103328
data/10M.csv,271.11864376068115,1.1734473898270386,0.9444823297260552,2.0,1,1.2,1,20250522_103031
data/10M.csv,292.0882091522217,1.1777007143356468,0.9383037143063202,2.0,1,1.2,2,20250522_102456
data/1M.csv,297.2113037109375,1.1035307364062776,0.8512545061586191,2.0,1,1.2,16,20250522_102309
data/1M.csv,302.25403904914856,1.0999194381295496,0.8466681194195382,2.0,1,1.2,8,20250522_101544
data/1M.csv,272.05261158943176,1.1016595558829152,0.8494643586117417,2.0,1,1.2,4,20250522_100814
data/25M.csv,524.9190735816957,1.187210053111488,0.9658999852381754,2.0,1,1.2,2,20250522_100757
data/1M.csv,281.4352195262909,1.1033052937851804,0.8478920548889828,2.0,1,1.2,2,20250522_100122
data/1M.csv,269.61538314819336,1.1001525009631044,0.8486610460273071,2.0,1,1.2,1,20250522_095420
data/100k.csv,376.6828420162201,0.9452780169544384,0.7179359280353365,2.0,1,1.2,16,20250522_094733
data/100k.csv,363.4811906814575,0.9538159277301588,0.7277299920230866,2.0,1,1.2,8,20250522_093752
data/100k.csv,359.0217673778534,0.9646702741243772,0.7344011027305756,2.0,1,1.2,4,20250522_092831
data/100k.csv,363.012820482254,0.9518887906087988,0.7203661088281522,2.0,1,1.2,2,20250522_091920
data/100k.csv,363.93626260757446,0.9577819459528158,0.7317320607191613,2.0,1,1.2,1,20250522_091001
